Date,Volume,Volume_std,Index_ROC,Close,close_std_sp500-F,close_m_sp500-F
2006-8-7,601458,-0.90597371,-0.29,1282.25,-0.567037557,25.645
2006-8-8,994520,-0.430331185,-0.43,1276.75,-0.573783584,25.535
2006-8-9,1156130,-0.234767665,-0.41,1271.5,-0.580222974,25.43
2006-8-10,1112170,-0.287963459,0.31,1275.5,-0.575316772,25.51
2006-8-11,645007,-0.853275265,-0.25,1272.25,-0.579303061,25.445
2006-8-14,815507,-0.646953996,0.08,1273.25,-0.578076511,25.465
2006-8-15,1079240,-0.327811901,1.14,1287.75,-0.560291531,25.755
2006-8-16,916074,-0.52525833,0.87,1299,-0.546492839,25.98
2006-8-17,882907,-0.565393565,0.15,1301,-0.544039739,26.02
2006-8-18,782213,-0.687242913,0.46,1307,-0.536680437,26.14
2006-8-21,554184,-0.963179761,-0.36,1302.25,-0.542506551,26.045
2006-8-22,771246,-0.700514029,-0.02,1302,-0.542813188,26.04
2006-8-23,851752,-0.603094088,-0.33,1297.75,-0.548026027,25.955
2006-8-24,684520,-0.805460765,-0.13,1296,-0.55017249,25.92
2006-8-25,527282,-0.995733748,0.12,1297.5,-0.548332665,25.95
2006-8-28,703132,-0.782938469,0.48,1303.75,-0.540666725,26.075
2006-8-29,927982,-0.510848514,0.1,1305,-0.539133537,26.1
2006-8-30,667130,-0.826504324,0,1305,-0.539133537,26.1
2006-8-31,551526,-0.966396195,0.04,1305.5,-0.538520262,26.11
2006-9-1,551526,-0.966396195,0.54,1312.5,-0.52993441,26.25
2006-9-4,626673,-0.875461154,0.29,1316.25,-0.525334846,26.325
2006-9-5,772895,-0.698518582,-0.13,1314.5,-0.527481309,26.29
2006-9-6,1126283,-0.270885382,-0.89,1302.75,-0.541893275,26.055
2006-9-7,601027,-0.906495261,-0.5,1296.25,-0.549865853,25.925
2006-9-8,227859,-1.358064148,0.23,1299.25,-0.546186202,25.985
2006-9-11,329385,-1.235208001,0.1,1300.5,-0.544653014,26.01
2006-9-12,291007,-1.281649043,1.02,1313.75,-0.528401222,26.275
2006-9-13,194814,-1.398051752,0.29,1317.5,-0.523801658,26.35
2006-9-14,135328,-1.470035488,0.04,1318,-0.523188383,26.36
2006-9-15,1060297,-0.350734739,0.39,1323.119995,-0.516908451,26.4623999
2006-9-18,799315,-0.666547861,0.84,1334.25,-0.50325694,26.685
2006-9-19,1176450,-0.210178526,-0.28,1330.5,-0.507856503,26.61
2006-9-20,970246,-0.459705041,0.45,1336.5,-0.500497201,26.73
2006-9-21,1248340,-0.123184766,-0.47,1330.25,-0.508163141,26.605
2006-9-22,892984,-0.553199433,-0.32,1326,-0.51337598,26.52
2006-9-25,1283745,-0.080341338,0.74,1335.75,-0.501417114,26.715
2006-9-26,1150143,-0.242012506,0.82,1346.75,-0.48792506,26.935
2006-9-27,981555,-0.446020072,0.07,1347.75,-0.48669851,26.955
2006-9-28,784851,-0.684050681,-0.04,1347.25,-0.487311785,26.945
2006-9-29,683824,-0.806302991,-0.13,1345.5,-0.489458248,26.91
2006-10-2,735497,-0.743773731,-0.37,1340.5,-0.495591,26.81
2006-10-3,1162516,-0.227039995,0.21,1343.25,-0.492217987,26.865
2006-10-4,1312184,-0.045927434,1.12,1358.25,-0.473819732,27.165
2006-10-5,831686,-0.627375862,0.18,1360.75,-0.470753356,27.215
2006-10-6,917225,-0.52386551,-0.15,1358.75,-0.473206456,27.175
2006-10-9,493343,-1.036803176,0.04,1359.25,-0.472593181,27.185
2006-10-10,943129,-0.492519199,0.11,1360.75,-0.470753356,27.215
2006-10-11,1273694,-0.092504007,-0.13,1359,-0.472899819,27.18
2006-10-12,1005913,-0.416544568,0.86,1370.75,-0.458487852,27.415
2006-10-13,842535,-0.614247537,0.2,1373.5,-0.455114839,27.47
2006-10-16,688016,-0.801230271,0.18,1376,-0.452048463,27.52
2006-10-17,1312925,-0.045030753,-0.31,1371.75,-0.457261302,27.435
2006-10-18,1447105,0.11733985,0.05,1372.5,-0.456341389,27.45
2006-10-19,994319,-0.430574414,0.13,1374.25,-0.454194926,27.485
2006-10-20,816062,-0.646282393,0.05,1375,-0.453275013,27.5
2006-10-23,1240655,-0.132484349,0.42,1380.75,-0.446222349,27.615
2006-10-24,899769,-0.544988936,0.29,1384.75,-0.441316147,27.695
2006-10-25,969812,-0.460230223,0.32,1389.25,-0.435796671,27.785
2006-10-26,1096982,-0.306342388,0.27,1393,-0.431197107,27.86
2006-10-27,1185702,-0.198982723,-0.59,1384.75,-0.441316147,27.695
2006-10-30,890262,-0.556493313,-0.11,1383.25,-0.443155973,27.665
2006-10-31,1295619,-0.065972665,0,1383.25,-0.443155973,27.665
2006-11-1,1445275,0.115125375,-0.74,1373,-0.455728114,27.46
2006-11-2,1031687,-0.385355569,-0.13,1371.25,-0.457874577,27.425
2006-11-3,1199066,-0.182811008,-0.2,1368.5,-0.461247591,27.37
2006-11-6,950803,-0.483232926,1.11,1383.75,-0.442542698,27.675
2006-11-7,1180040,-0.205834283,0.38,1389,-0.436103309,27.78
2006-11-8,1371018,0.02526732,0.18,1391.5,-0.433036933,27.83
2006-11-9,1241693,-0.13122827,-0.54,1384,-0.44223606,27.68
2006-11-10,849319,-0.60603825,0.05,1384.75,-0.441316147,27.695
2006-11-13,897471,-0.547769735,0.23,1388,-0.437329859,27.76
2006-11-14,1487734,0.166504817,0.7,1397.75,-0.425370993,27.955
2006-11-15,1116886,-0.282256649,0.27,1401.5,-0.420771429,28.03
2006-11-16,1116808,-0.282351037,0.25,1405,-0.416478503,28.1
2006-11-17,955820,-0.477161878,-0.02,1404.75,-0.416785141,28.095
2006-11-20,952795,-0.480822416,0.04,1405.25,-0.416171865,28.105
2006-11-21,769508,-0.702617175,0.07,1406.25,-0.414945315,28.125
2006-11-22,769508,-0.702617175,0.16,1408.5,-0.412185577,28.17
2006-11-23,590684,-0.919011278,-0.09,1407.25,-0.413718765,28.145
2006-11-27,1553045,0.245537358,-1.69,1383.5,-0.442849335,27.67
2006-11-28,1472102,0.147588605,0.36,1388.5,-0.436716584,27.77
2006-11-29,1325390,-0.029946914,0.99,1402.25,-0.419851516,28.045
2006-11-30,1570498,0.266657154,0.05,1403,-0.418931604,28.06
2006-12-1,1735600,0.466446327,-0.18,1400.5,-0.42199798,28.01
2006-12-4,1168711,-0.219543454,0.73,1410.75,-0.409425839,28.215
2006-12-5,1137321,-0.257528349,0.43,1416.75,-0.402066537,28.335
2006-12-6,832797,-0.626031446,-0.14,1414.75,-0.404519637,28.295
2006-12-7,637625,-0.862208189,-0.42,1408.75,-0.411878939,28.175
2006-12-8,348034,-1.212640932,0.09,1410,-0.410345751,28.2
2006-12-11,294738,-1.277134177,0.32,1414.5,-0.404826275,28.29
2006-12-12,333953,-1.229680285,-0.12,1412.75,-0.406972738,28.255
2006-12-13,219370,-1.368336648,0.11,1414.25,-0.405132912,28.285
2006-12-14,216489,-1.371822933,0.83,1426,-0.390720946,28.52
2006-12-15,865135,-0.586899381,0.19,1428.73999,-0.38736021,28.5747998
2006-12-18,690259,-0.798516027,0.42,1434.75,-0.37998863,28.695
2006-12-19,987742,-0.438533212,0.1,1436.25,-0.378148805,28.725
2006-12-20,497822,-1.031383159,-0.07,1435.25,-0.379375355,28.705
2006-12-21,627266,-0.874743568,-0.38,1429.75,-0.386121382,28.595
2006-12-22,599004,-0.908943284,-0.66,1420.25,-0.39777361,28.405
2006-12-26,267515,-1.310076605,0.6,1428.75,-0.387347932,28.575
2006-12-27,429427,-1.114147635,0.58,1437,-0.377228892,28.74
2006-12-28,416781,-1.129450502,-0.23,1433.75,-0.381215181,28.675
2006-12-29,25473,-1.60297052,-0.37,1428.5,-0.38765457,28.57
2007-1-3,1220241,-0.157187237,-0.26,1424.75,-0.392254134,28.495
2007-1-4,1032569,-0.384288264,0.19,1427.5,-0.38888112,28.55
2007-1-5,1058487,-0.352925011,-0.77,1416.5,-0.402373174,28.33
2007-1-8,1040975,-0.374116202,0.42,1422.5,-0.395013872,28.45
2007-1-9,1274582,-0.091429442,-0.14,1420.5,-0.397466973,28.41
2007-1-10,1145364,-0.247795552,0.28,1424.5,-0.392560771,28.49
2007-1-11,1229581,-0.145884946,0.46,1431,-0.384588194,28.62
2007-1-12,865572,-0.586370569,0.68,1440.75,-0.372629328,28.815
2007-1-16,744157,-0.733294304,-0.14,1438.75,-0.375082429,28.775
2007-1-17,930441,-0.507872889,0,1438.75,-0.375082429,28.775
2007-1-18,1117211,-0.281863368,-0.38,1433.25,-0.381828456,28.665
2007-1-19,984888,-0.441986824,0.24,1436.75,-0.37753553,28.735
2007-1-22,1036460,-0.379579783,-0.4,1431,-0.384588194,28.62
2007-1-23,1051050,-0.361924491,0.31,1435.5,-0.379068718,28.71
2007-1-24,1043019,-0.371642767,0.75,1446.25,-0.365883301,28.925
2007-1-25,1420031,0.084577726,-1.18,1429.25,-0.386734657,28.585
2007-1-26,1255881,-0.114059436,-0.12,1427.5,-0.38888112,28.55
2007-1-29,943487,-0.492085985,-0.09,1426.25,-0.390414308,28.525
2007-1-30,914770,-0.526836295,0.54,1434,-0.380908543,28.68
2007-1-31,1263105,-0.105317707,0.63,1443,-0.36986959,28.86
2007-2-1,1116868,-0.282278431,0.54,1450.75,-0.360363825,29.015
2007-2-2,820588,-0.640805501,0.16,1453,-0.357604087,29.06
2007-2-5,625989,-0.87628886,0.05,1453.75,-0.356684174,29.075
2007-2-6,822806,-0.63812151,-0.03,1453.25,-0.357297449,29.065
2007-2-7,894783,-0.551022472,0.17,1455.75,-0.354231073,29.115
2007-2-8,970082,-0.459903497,-0.12,1454,-0.356377536,29.08
2007-2-9,1410788,0.073392814,-0.76,1443,-0.36986959,28.86
2007-2-12,947280,-0.487496093,-0.35,1438,-0.376002342,28.76
2007-2-13,967121,-0.463486589,0.8,1449.5,-0.361897013,28.99
2007-2-14,1066671,-0.343021591,0.62,1458.5,-0.35085806,29.17
2007-2-15,713126,-0.770844775,0.07,1459.5,-0.349631509,29.19
2007-2-16,713126,-0.770844775,-0.03,1459,-0.350244785,29.18
2007-2-20,927781,-0.511091743,0.19,1461.75,-0.346871771,29.235
2007-2-21,987778,-0.438489648,-0.09,1460.5,-0.348404959,29.21
2007-2-22,1138123,-0.256557853,-0.09,1459.25,-0.349938147,29.185
2007-2-23,1060452,-0.350547174,-0.38,1453.75,-0.356684174,29.075
2007-2-26,1197313,-0.184932305,-0.09,1452.5,-0.358217362,29.05
2007-2-27,3533951,2.642622633,-3.94,1395.25,-0.428437369,27.905
2007-2-28,2502209,1.394116366,0.99,1409,-0.411572302,28.18
2007-3-1,2730029,1.669800304,-0.28,1405,-0.416478503,28.1
2007-3-2,1991452,0.77605166,-1.37,1385.75,-0.440089597,27.715
2007-3-5,2342172,1.200456325,-0.97,1372.25,-0.456648027,27.445
2007-3-6,1666841,0.383241377,1.69,1395.5,-0.428130731,27.91
2007-3-7,1525381,0.212061279,-0.16,1393.25,-0.43089047,27.865
2007-3-8,884473,-0.563498556,0.83,1404.75,-0.416785141,28.095
2007-3-9,494606,-1.035274826,0.02,1405,-0.416478503,28.1
2007-3-12,379028,-1.175135234,0.14,1407,-0.414025402,28.14
2007-3-13,572332,-0.941218949,-1.94,1379.75,-0.447448899,27.595
2007-3-14,577617,-0.934823595,0.71,1389.5,-0.435490033,27.79
2007-3-15,273200,-1.303197212,0.14,1391.5,-0.433036933,27.83
2007-3-16,1252036,-0.118712253,0.33,1396.119995,-0.427370276,27.9223999
2007-3-19,1078053,-0.329248284,1.41,1415.75,-0.403293087,28.315
2007-3-20,1064641,-0.345478084,0.55,1423.5,-0.393787322,28.47
2007-3-21,1609256,0.313558032,1.51,1445,-0.367416489,28.9
2007-3-22,1136059,-0.25905549,0,1445,-0.367416489,28.9
2007-3-23,785022,-0.683843755,0.14,1447,-0.364963389,28.94
2007-3-26,1153326,-0.238160772,-0.12,1445.25,-0.367109852,28.905
2007-3-27,911001,-0.531397144,-0.33,1440.5,-0.372935966,28.81
2007-3-28,1446110,0.116135805,-0.76,1429.5,-0.38642802,28.59
2007-3-29,1331006,-0.023151018,0.14,1431.5,-0.383974919,28.63
2007-3-30,1399338,0.059537222,-0.02,1431.25,-0.384281557,28.625
2007-4-2,904543,-0.53921194,0.14,1433.25,-0.381828456,28.665
2007-4-3,1008408,-0.41352538,0.98,1447.25,-0.364656751,28.945
2007-4-4,753211,-0.7223381,0.09,1448.5,-0.363123563,28.97
2007-4-5,520584,-1.003838967,0.29,1452.75,-0.357910724,29.055
2007-4-9,576687,-0.935948984,0.12,1454.5,-0.355764261,29.09
2007-4-10,712441,-0.771673691,0.1,1456,-0.353924436,29.12
2007-4-11,1156391,-0.23445183,-0.52,1448.5,-0.363123563,28.97
2007-4-12,1168430,-0.219883491,0.48,1455.5,-0.354537711,29.11
2007-4-13,975395,-0.45347426,0.4,1461.25,-0.347485046,29.225
2007-4-16,1204460,-0.176283753,0.98,1475.5,-0.330006704,29.51
2007-4-17,1300312,-0.060293687,0.24,1479,-0.325713778,29.58
2007-4-18,1097360,-0.305884972,0.08,1480.25,-0.32418059,29.605
2007-4-19,1198217,-0.183838379,0,1480.25,-0.32418059,29.605
2007-4-20,1345302,-0.005851494,0.86,1493,-0.308542073,29.86
2007-4-23,847905,-0.607749325,-0.32,1488.25,-0.314368187,29.765
2007-4-24,1202067,-0.179179511,0.02,1488.5,-0.31406155,29.77
2007-4-25,1220950,-0.15632928,0.82,1500.75,-0.299036308,30.015
2007-4-26,972312,-0.457204984,0.13,1502.75,-0.296583207,30.055
2007-4-27,980642,-0.447124889,-0.05,1502,-0.29750312,30.04
2007-4-30,1189781,-0.194046744,-0.9,1488.5,-0.31406155,29.77
2007-5-1,1240056,-0.133209196,0.29,1492.75,-0.308848711,29.855
2007-5-2,984772,-0.442127195,0.55,1501,-0.29872967,30.02
2007-5-3,965288,-0.465704694,0.48,1508.25,-0.28983718,30.165
2007-5-4,1130491,-0.265793301,0.4,1514.25,-0.282477878,30.285
2007-5-7,522513,-1.001504693,0,1514.25,-0.282477878,30.285
2007-5-8,880954,-0.567756881,-0.13,1512.25,-0.284930979,30.245
2007-5-9,1119541,-0.279043846,0.21,1515.5,-0.28094469,30.31
2007-5-10,1655852,0.369943638,-1.07,1499.25,-0.300876133,29.985
2007-5-11,1218503,-0.159290383,0.87,1512.25,-0.284930979,30.245
2007-5-14,1121195,-0.277042348,-0.23,1508.75,-0.289223905,30.175
2007-5-15,1717996,0.445143808,-0.02,1508.5,-0.289530543,30.17
2007-5-16,1261371,-0.107416013,0.63,1518,-0.277878314,30.36
2007-5-17,1120458,-0.277934188,-0.18,1515.25,-0.281251328,30.305
2007-5-18,1197238,-0.185023062,0.84,1528,-0.265612811,30.56
2007-5-21,1023877,-0.394806414,0,1528,-0.265612811,30.56
2007-5-22,969947,-0.46006686,-0.18,1525.25,-0.268985824,30.505
2007-5-23,1313246,-0.044642313,0.02,1525.5,-0.268679187,30.51
2007-5-24,1929248,0.700778885,-0.92,1511.5,-0.285850892,30.23
2007-5-25,888322,-0.558840898,0.38,1517.25,-0.278798227,30.345
2007-5-29,1132669,-0.263157713,0.35,1522.5,-0.272358838,30.45
2007-5-30,1575491,0.27269916,0.76,1534,-0.258253509,30.68
2007-5-31,1200642,-0.180903897,-0.07,1533,-0.259480059,30.66
2007-6-1,1285623,-0.078068779,0.42,1539.5,-0.251507482,30.79
2007-6-4,1014401,-0.406273278,0.05,1540.25,-0.250587569,30.805
2007-6-5,1635306,0.345081018,-0.42,1533.75,-0.258560147,30.675
2007-6-6,1834307,0.585891216,-1.12,1516.5,-0.27971814,30.33
2007-6-7,1503840,0.185994613,-1.8,1489.25,-0.313141637,29.785
2007-6-8,676791,-0.814813592,1.26,1508,-0.290143818,30.16
2007-6-11,470015,-1.065032282,0.17,1510.5,-0.287077442,30.21
2007-6-12,572103,-0.941496061,-1.16,1493,-0.308542073,29.86
2007-6-13,414869,-1.131764204,1.51,1515.5,-0.28094469,30.31
2007-6-14,340027,-1.222330166,0.61,1524.75,-0.2695991,30.495
2007-6-15,1366620,0.01994532,0.61,1534.089966,-0.258143161,30.68179932
2007-6-18,852556,-0.602121171,0.78,1546,-0.243534905,30.92
2007-6-19,1070708,-0.338136435,0.19,1549,-0.239855254,30.98
2007-6-20,1830597,0.581401762,-1.42,1527,-0.266839361,30.54
2007-6-21,1919075,0.688468584,0.57,1535.75,-0.256107046,30.715
2007-6-22,1680674,0.399980627,-0.99,1520.5,-0.274811939,30.41
2007-6-25,1905275,0.671769268,-0.46,1513.5,-0.283397791,30.27
2007-6-26,1922024,0.692037156,-1.04,1497.75,-0.302715959,29.955
2007-6-27,1788626,0.530612847,1.42,1519,-0.276651764,30.38
2007-6-28,1376602,0.032024493,-0.12,1517.25,-0.278798227,30.345
2007-6-29,1772353,0.510920964,-0.12,1515.5,-0.28094469,30.31
2007-7-2,913055,-0.528911608,1.02,1531,-0.26193316,30.62
2007-7-5,861666,-0.591097202,0.23,1534.5,-0.257640234,30.69
2007-7-6,882981,-0.565304018,0.52,1542.5,-0.247827831,30.85
2007-7-9,797179,-0.669132625,0,1542.5,-0.247827831,30.85
2007-7-10,1735981,0.466907374,-1.46,1520,-0.275425214,30.4
2007-7-11,1606676,0.310435986,0.72,1531,-0.26193316,30.62
2007-7-12,1652964,0.366448882,1.62,1555.75,-0.231576039,31.115
2007-7-13,1135596,-0.259615764,0.27,1560,-0.2263632,31.2
2007-7-16,1081563,-0.32500085,-0.02,1559.75,-0.226669838,31.195
2007-7-17,1267583,-0.0998989,-0.06,1558.75,-0.227896388,31.175
2007-7-18,2112721,0.922798722,-0.26,1554.75,-0.232802589,31.095
2007-7-19,1337495,-0.015298709,0.32,1559.75,-0.226669838,31.195
2007-7-20,2192420,1.019242116,-0.95,1545,-0.244761455,30.9
2007-7-23,1148097,-0.244488361,0.26,1549,-0.239855254,30.98
2007-7-24,2101765,0.909540916,-1.71,1522.5,-0.272358838,30.45
2007-7-25,2385315,1.252663472,0.15,1524.75,-0.2695991,30.495
2007-7-26,3650201,2.783296225,-2.41,1488,-0.314674825,29.76
2007-7-27,3043045,2.048579532,-2.02,1458,-0.351471335,29.16
2007-7-30,2212883,1.044004299,1.56,1480.75,-0.323567315,29.615
2007-7-31,2589335,1.499547139,-1.27,1462,-0.346565134,29.24
2007-8-1,3411368,2.494285506,0.55,1470,-0.336752731,29.4
2007-8-2,2209158,1.039496694,0.8,1481.75,-0.322340764,29.635
2007-8-3,2673337,1.601197575,-2.62,1443,-0.36986959,28.86
2007-8-6,2864358,1.832351212,1.72,1467.75,-0.339512469,29.355
2007-8-7,2610986,1.525746915,1,1482.5,-0.321420852,29.65
2007-8-8,2713939,1.650329869,1.45,1504,-0.295050019,30.08
2007-8-9,3208674,2.249006426,-3.06,1458,-0.351471335,29.16
2007-8-10,3630084,2.758952736,-0.48,1451,-0.360057187,29.02
2007-8-13,1798787,0.542908627,0.28,1455,-0.355150986,29.1
2007-8-14,2599901,1.512333008,-1.43,1434.25,-0.380601906,28.685
2007-8-15,2962153,1.950692493,-1.38,1414.5,-0.404826275,28.29
2007-8-16,4817982,4.196422663,0.71,1424.5,-0.392560771,28.49
2007-8-17,3323512,2.387971363,1.79,1450,-0.361283738,29
2007-8-20,1752018,0.486313674,-0.07,1449,-0.362510288,28.98
2007-8-21,1790908,0.533374285,0.09,1450.25,-0.3609771,29.005
2007-8-22,1577659,0.275322647,1.28,1468.75,-0.338285919,29.375
2007-8-23,1638692,0.349178401,-0.15,1466.5,-0.341045657,29.33
2007-8-24,1194936,-0.187808702,1.16,1483.5,-0.320194301,29.67
2007-8-27,911862,-0.530355252,-0.93,1469.75,-0.337059368,29.395
2007-8-28,1968439,0.748203735,-2.14,1438.25,-0.375695704,28.765
2007-8-29,2013564,0.80280929,1.89,1465.5,-0.342272207,29.31
2007-8-30,1859430,0.616292443,-0.27,1461.5,-0.347178409,29.23
2007-8-31,1719861,0.447400636,1.04,1476.75,-0.328473516,29.535
2007-9-4,1605356,0.30883866,0.86,1489.5,-0.312834999,29.79
2007-9-5,1938199,0.711610449,-0.87,1476.5,-0.328780154,29.53
2007-9-6,1520257,0.20586075,0.2,1479.5,-0.325100503,29.59
2007-9-7,2462976,1.346640692,-1.33,1459.75,-0.349324872,29.195
2007-9-10,2089511,0.894712407,-0.31,1455.25,-0.354844348,29.105
2007-9-11,1855898,0.612018386,1.2,1472.75,-0.333379717,29.455
2007-9-12,1803900,0.549095845,0.24,1476.25,-0.329086791,29.525
2007-9-13,865139,-0.58689454,0.59,1485,-0.318354476,29.7
2007-9-14,560738,-0.955248796,0,1485,-0.318354476,29.7
2007-9-17,399122,-1.150819577,-0.54,1477,-0.328166878,29.54
2007-9-18,671586,-0.821112139,2.91,1520,-0.275425214,30.4
2007-9-19,580287,-0.93159264,0.58,1528.75,-0.264692898,30.575
2007-9-20,369679,-1.186448416,-0.59,1519.75,-0.275731851,30.395
2007-9-21,1346720,-0.004135579,0.9,1533.380005,-0.259013964,30.6676001
2007-9-24,1496817,0.177496113,-0.11,1531.75,-0.261013247,30.635
2007-9-25,1582077,0.280668849,-0.18,1529,-0.264386261,30.58
2007-9-26,1689313,0.410434641,0.47,1536.25,-0.255493771,30.725
2007-9-27,1311882,-0.046292883,0.54,1544.5,-0.24537473,30.89
2007-9-28,1456078,0.128198036,-0.42,1538,-0.253347308,30.76
2007-10-1,1700876,0.424426974,1.2,1556.5,-0.230656126,31.13
2007-10-2,1273754,-0.092431401,-0.13,1554.5,-0.233109227,31.09
2007-10-3,1385584,0.04289357,-0.24,1550.75,-0.237708791,31.015
2007-10-4,925288,-0.514108511,0.1,1552.25,-0.235868965,31.045
2007-10-5,1698410,0.421442879,1.19,1570.75,-0.213177784,31.415
2007-10-8,718340,-0.764535338,-0.51,1562.75,-0.222990187,31.255
2007-10-9,1282309,-0.082079035,0.86,1576.25,-0.206431757,31.525
2007-10-10,1306369,-0.052964139,-0.19,1573.25,-0.210111408,31.465
2007-10-11,2280665,1.126026987,-0.51,1565.25,-0.219923811,31.305
2007-10-12,1412727,0.07573919,0.59,1574.5,-0.20857822,31.49
2007-10-15,1954174,0.730941723,-0.91,1560.25,-0.226056563,31.205
2007-10-16,1844427,0.598137382,-0.82,1547.5,-0.241695079,30.95
2007-10-17,2240072,1.076905583,0.32,1552.5,-0.235562328,31.05
2007-10-18,1556337,0.249520993,-0.37,1546.75,-0.242614992,30.935
2007-10-19,2689752,1.621061291,-2.65,1505.75,-0.292903556,30.115
2007-10-22,2401489,1.272235555,0.51,1513.5,-0.283397791,30.27
2007-10-23,1746151,0.479214044,0.79,1525.5,-0.268679187,30.51
2007-10-24,2688644,1.619720505,-0.23,1522,-0.272972113,30.44
2007-10-25,1954427,0.731247878,0.2,1525,-0.269292462,30.5
2007-10-26,1550975,0.243032461,1.15,1542.5,-0.247827831,30.85
2007-10-29,1019404,-0.400219171,0.29,1547,-0.242308355,30.94
2007-10-30,1024638,-0.393885531,-0.71,1536,-0.255800408,30.72
2007-10-31,1961311,0.739578174,1.24,1555,-0.232495952,31.1
2007-11-1,2522700,1.418912431,-2.52,1515.75,-0.280638053,30.315
2007-11-2,2779027,1.729092559,0.12,1517.5,-0.27849159,30.35
2007-11-5,2089436,0.89462165,-0.79,1505.5,-0.293210194,30.11
2007-11-6,1721389,0.449249661,1.3,1525,-0.269292462,30.5
2007-11-7,2623334,1.540689173,-2.77,1482.75,-0.321114214,29.655
2007-11-8,3096792,2.11361853,-0.49,1475.5,-0.330006704,29.51
2007-11-9,2533438,1.431906436,-1.39,1455,-0.355150986,29.1
2007-11-12,1946149,0.721230708,-1.01,1440.25,-0.373242604,28.805
2007-11-13,2063330,0.863030899,2.99,1483.25,-0.320500939,29.665
2007-11-14,1892320,0.656092481,-0.35,1478,-0.326940328,29.56
2007-11-15,2256322,1.096569634,-1.35,1458,-0.351471335,29.16
2007-11-16,2135862,0.95080154,0.15,1460.25,-0.348711597,29.205
2007-11-19,2102852,0.91085629,-1.56,1437.5,-0.376615617,28.75
2007-11-20,2970104,1.960313962,0.59,1446,-0.366189939,28.92
2007-11-21,1996723,0.782430073,-1.95,1417.75,-0.400839986,28.355
2007-11-26,2322802,1.177016777,-0.6,1409.25,-0.411265664,28.185
2007-11-27,2558722,1.462502488,1.22,1426.5,-0.390107671,28.53
2007-11-28,2417256,1.29131513,3.08,1470.5,-0.336139456,29.41
2007-11-29,1815242,0.562820747,0.07,1471.5,-0.334912905,29.43
2007-11-30,2018633,0.808943264,0.83,1483.75,-0.319887664,29.675
2007-12-3,1471676,0.147073104,-0.56,1475.5,-0.330006704,29.51
2007-12-4,1380860,0.037177079,-0.83,1463.25,-0.345031946,29.265
2007-12-5,1733327,0.463695781,1.62,1487,-0.315901375,29.74
2007-12-6,1720838,0.448582899,1.38,1507.5,-0.290757093,30.15
2007-12-7,1283732,-0.080357069,-0.02,1507.25,-0.291063731,30.145
2007-12-10,1152663,-0.238963065,0.76,1518.75,-0.276958402,30.375
2007-12-11,2333091,1.189467449,-2.68,1478,-0.326940328,29.56
2007-12-12,3006773,2.004686951,0.83,1490.25,-0.311915086,29.805
2007-12-13,1401591,0.062263567,-0.15,1488,-0.314674825,29.76
2007-12-14,658529,-0.836912355,-1.34,1468,-0.339205832,29.36
2007-12-17,630342,-0.871021314,-1.46,1446.5,-0.365576664,28.93
2007-12-18,570950,-0.942891301,0.64,1455.75,-0.354231073,29.115
2007-12-19,411034,-1.13640492,-0.12,1454,-0.356377536,29.08
2007-12-20,278398,-1.296907136,0.69,1464,-0.344112033,29.28
2007-12-21,1195437,-0.187202444,0.75,1474.949951,-0.330681367,29.49899902
2007-12-26,363604,-1.193799746,2.36,1509.75,-0.287997355,30.195
2007-12-27,901031,-0.543461796,-1.32,1489.75,-0.312528362,29.795
2007-12-28,792586,-0.674690593,-0.29,1485.5,-0.317741201,29.71
2007-12-31,671363,-0.82138199,-0.56,1477.25,-0.327860241,29.545
2008-1-2,1623508,0.330804312,-1.27,1458.5,-0.35085806,29.17
2008-1-3,1266237,-0.101527688,0.02,1458.75,-0.350551422,29.175
2008-1-4,2199479,1.02778418,-2.45,1423,-0.394400597,28.46
2008-1-7,2436934,1.315127388,-0.11,1421.5,-0.396240422,28.43
2008-1-8,2902242,1.878194466,-1.72,1397,-0.426290906,27.94
2008-1-9,2811604,1.768513838,1.04,1411.5,-0.408505926,28.23
2008-1-10,2737056,1.678303645,0.67,1421,-0.396853698,28.42
2008-1-11,2191787,1.018476126,-0.93,1407.75,-0.41310549,28.155
2008-1-14,1456055,0.128170204,0.89,1420.25,-0.39777361,28.405
2008-1-15,2438444,1.316954632,-2.27,1388,-0.437329859,27.76
2008-1-16,3222442,2.265667019,-0.86,1376,-0.452048463,27.52
2008-1-17,3404177,2.48558371,-2.63,1339.75,-0.496510913,26.795
2008-1-18,3219547,2.262163793,-1.08,1325.25,-0.514295893,26.505
2008-1-22,4734875,4.095855263,-1.21,1309.25,-0.533920698,26.185
2008-1-23,4119794,3.351548563,2.46,1341.5,-0.49436445,26.83
2008-1-24,2431922,1.309062389,0.8,1352.25,-0.481179034,27.045
2008-1-25,2543013,1.443493099,-1.35,1334,-0.503563577,26.68
2008-1-28,2013859,0.803166268,1.54,1354.5,-0.478419295,27.09
2008-1-29,1581503,0.279974254,0.55,1362,-0.469220168,27.24
2008-1-30,2609409,1.523838595,-0.84,1350.5,-0.483325497,27.01
2008-1-31,3192392,2.229303652,2.15,1379.5,-0.447755537,27.59
2008-2-1,2290938,1.138458297,1.27,1397,-0.426290906,27.94
2008-2-4,1218675,-0.159082247,-1.31,1378.75,-0.44867545,27.575
2008-2-5,2517764,1.4129394,-2.57,1343.25,-0.492217987,26.865
