Date,Volume,Volume_std,Index_ROC,Close,close_std_sp500-F,close_m_sp500-F
2001-3-7,136392,-1.468747946,0.72,1265.75,-0.587275638,25.315
2001-3-8,12348,-1.618853022,-0.02,1265.5,-0.587582276,25.31
2001-3-9,4320,-1.628567668,-2.67,1231.75,-0.62897835,24.635
2001-3-12,3154,-1.629978639,-4.36,1178,-0.694905431,23.56
2001-3-13,3349,-1.629742671,1.57,1196.5,-0.672214249,23.93
2001-3-14,2228,-1.631099188,-2.47,1167,-0.708397484,23.34
2001-3-15,1490,-1.631992238,0.36,1171.25,-0.703184645,23.425
2001-3-16,150117,-1.452139386,-0.13,1169.75,-0.705024471,23.395
2001-3-19,116313,-1.493045452,0.92,1180.5,-0.691839055,23.61
2001-3-20,148873,-1.453644745,-2.37,1152.5,-0.726182464,23.05
2001-3-21,184502,-1.410530256,-1.71,1132.75,-0.750406834,22.655
2001-3-22,201555,-1.389894498,-1.21,1119,-0.767271901,22.38
2001-3-23,159208,-1.441138409,3.06,1153.25,-0.725262552,23.065
2001-3-26,124308,-1.483370739,1.15,1166.5,-0.709010759,23.33
2001-3-27,133168,-1.472649294,1.99,1189.75,-0.680493464,23.795
2001-3-28,143824,-1.459754517,-2.54,1159.5,-0.717596612,23.19
2001-3-29,147604,-1.455180356,0.17,1161.5,-0.715143511,23.23
2001-3-30,124217,-1.483480858,1.08,1174,-0.699811632,23.48
2001-4-2,141934,-1.462041597,-2.07,1149.75,-0.729555478,22.995
2001-4-3,188781,-1.405352257,-3.59,1108.5,-0.780150679,22.17
2001-4-4,186025,-1.40868728,0.36,1112.5,-0.775244478,22.25
2001-4-5,161660,-1.438171255,3.82,1155,-0.723116088,23.1
2001-4-6,182660,-1.412759251,-1.26,1140.5,-0.740901068,22.81
2001-4-9,179040,-1.417139797,0.85,1150.25,-0.728942203,23.005
2001-4-10,179040,-1.417139797,1.89,1172,-0.702264733,23.44
2001-4-11,169708,-1.428432407,0.11,1173.25,-0.700731545,23.465
2001-4-12,144921,-1.458427042,1.62,1192.25,-0.677427088,23.845
2001-4-16,131826,-1.474273242,-0.86,1182,-0.689999229,23.64
2001-4-17,169897,-1.428203699,1.14,1195.5,-0.6734408,23.91
2001-4-18,170538,-1.427428028,4.25,1246.25,-0.61119337,24.925
2001-4-19,155757,-1.445314448,1,1258.75,-0.59586149,25.175
2001-4-20,140825,-1.463383593,-0.58,1251.5,-0.60475398,25.03
2001-4-23,133867,-1.471803437,-2.04,1226,-0.636031014,24.52
2001-4-24,143201,-1.460508406,-0.77,1216.5,-0.647683242,24.33
2001-4-25,143786,-1.459800501,1.27,1232,-0.628671712,24.64
2001-4-26,130242,-1.476190033,0.69,1240.5,-0.618246034,24.81
2001-4-27,106105,-1.505398106,1.41,1258,-0.596781403,25.16
2001-4-30,135317,-1.470048799,-0.3,1254.25,-0.601380967,25.085
