Date,volume_std,ROC,close_std,close,close_m
2021-07-07,1.108326139589691,0.18,3.521606560880704,14802.25,740.1125
2021-07-06,1.6355390822321554,0.42,3.5130889101694738,14775.5,738.775
2021-07-02,0.6236057163878521,1.14,3.493426669742616,14713.75,735.6875
2021-07-01,0.8941516135457908,0.0,3.4408082854424014,14548.5,727.425
2021-06-30,0.5764665329508418,-0.1,3.44096749386691,14549.0,727.45
2021-06-29,0.4279567060137496,0.35,3.4454253297531614,14563.0,728.15
2021-06-28,0.5299998929869925,1.21,3.429345278877756,14512.5,725.625
2021-06-25,0.5477305845521455,-0.11,3.3740999555731426,14339.0,716.95
2021-06-24,0.7317629349352857,0.64,3.3789558125206662,14354.25,717.7125
2021-06-23,0.4665973855626348,0.03,3.349900275047779,14263.0,713.15
2021-06-22,0.7996898257245444,0.91,3.348387795014944,14258.25,712.9125
2021-06-21,1.3052590965943736,0.16,3.307550834128393,14130.0,706.5
2021-06-18,-1.7216756551559596,-0.41,3.300364165846058,14107.43,705.3715
2021-06-17,-1.0778681303936786,1.32,3.31885463226853,14165.5,708.275
2021-06-16,-1.0140376407591276,-0.35,3.260186327836974,13981.25,699.0625
2021-06-15,-0.6848581808047003,-0.67,3.275788753438853,14030.25,701.5125
2021-06-14,-0.3695575725236857,0.93,3.305879145671049,14124.75,706.2375
2021-06-11,-0.1983646884463458,0.25,3.264325746874208,13994.25,699.7125
2021-06-10,1.2360482591745348,1.05,3.2533403655830884,13959.75,697.9875
2021-06-09,0.5301833139342181,0.02,3.207010714050978,13814.25,690.7125
2021-06-08,1.1761918900632078,0.05,3.2061350677161786,13811.5,690.575
2021-06-07,0.6564992062569981,0.27,3.2038265455607986,13804.25,690.2125
2021-06-04,0.9587769272849864,1.76,3.1918859137226256,13766.75,688.3375
2021-06-03,1.606864274149201,-1.06,3.116261912080865,13529.25,676.4625
2021-06-02,0.4969229821706207,0.18,3.1622731467639573,13673.75,683.6875
2021-06-01,0.9649520991749192,-0.27,3.154312725538509,13648.75,682.4375
2021-05-28,0.4649465970376034,0.15,3.166332961588936,13686.5,684.325
2021-05-27,0.6017786236679913,-0.25,3.15964620775956,13665.5,683.275
2021-05-26,0.3234067660950885,0.32,3.1707111932629326,13700.25,685.0125
2021-05-25,0.8925619653365011,0.15,3.1567008519061432,13656.25,682.8125
2021-05-24,0.4795591324999191,1.72,3.1500140980767664,13635.25,681.7625
2021-05-21,1.0245027667075366,-0.6,3.076698618590385,13405.0,670.25
2021-05-20,1.0736595805640297,1.91,3.102649591785348,13486.5,674.325
2021-05-19,2.318292988122032,0.16,3.0220901289838085,13233.5,661.675
2021-05-18,0.928818172571452,-0.69,3.015244166729923,13212.0,660.6
2021-05-17,1.2113475716148043,-0.62,3.0443793084150643,13303.5,665.175
2021-05-14,1.091879394655118,2.19,3.0709671153080627,13387.0,669.35
2021-05-13,2.672906819425092,0.78,2.979661083852168,13100.25,655.0125
2021-05-12,2.8781548593706736,-2.6,2.9472621694645924,12998.5,649.925
2021-05-11,3.041521783033049,-0.08,3.057912024498327,13346.0,667.3
2021-05-10,1.9170902362236373,-2.57,3.0613350056252697,13356.75,667.8375
2021-05-07,1.5924351596341109,0.82,3.173736153328603,13709.75,685.4875
2021-05-06,1.6952731707119986,0.79,3.138073466238594,13597.75,679.8875
2021-05-05,1.4093810543028416,-0.33,3.104082467605928,13491.0,674.55
2021-05-04,2.305881504026424,-1.84,3.118411225811736,13536.0,676.8
2021-05-03,1.1233666572622,-0.43,3.199289105462293,13790.0,689.5
2021-04-30,1.62062084519113,-0.74,3.218394116403369,13850.0,692.5
2021-04-29,1.8671385982624995,0.44,3.2513502602767264,13953.5,697.675
2021-04-28,1.2926641915515409,-0.44,3.2318472282743773,13892.25,694.6125
2021-04-27,0.7497381877634063,-0.42,3.251191051852217,13953.0,697.65
2021-04-26,0.6938559391753033,0.61,3.269818437519767,14011.5,700.575
2021-04-23,0.98262165042433,1.29,3.24291221377775,13927.0,696.35
2021-04-22,2.040654814338031,-1.21,3.1866320357138296,13750.25,687.5125
2021-04-21,1.34457231961642,0.91,3.240444483197862,13919.25,695.9625
2021-04-20,1.931091368528534,-0.74,3.200642377070619,13794.25,689.7125
2021-04-19,1.9781694116498023,-0.94,3.233439312519467,13897.25,694.8625
2021-04-16,1.286611300293092,0.11,3.27554994080209,14029.5,701.475
2021-04-15,1.434570864388507,1.56,3.270614479642312,14014.0,700.7
2021-04-14,2.274577662366568,-1.27,3.2020752528912,13798.75,689.9375
2021-04-13,1.1969184570997142,1.21,3.258435035167376,13975.75,698.7875
2021-04-12,1.0014528676728376,-0.15,3.2052594213813794,13808.75,690.4375
2021-04-09,1.2509053558998182,0.59,3.211866570998501,13829.5,691.475
2021-04-08,0.8858365306048913,1.05,3.1858359935912848,13747.75,687.3875
2021-04-07,0.8844303033428275,0.26,3.140302384181719,13604.75,680.2375
2021-04-06,1.021323470288957,-0.11,3.1292373986783457,13570.0,678.5
2021-04-05,0.4069244373985335,2.02,3.134172859838124,13585.5,679.275
2021-04-01,0.894579595755984,1.73,3.048359519027789,13316.0,665.8
2021-03-31,1.1508186590303164,1.64,2.9763177069374795,13089.75,654.4875
2021-03-30,1.383212999165305,-0.51,2.9089725433701847,12878.25,643.9125
2021-03-29,1.736481743522044,-0.17,2.9300676596176234,12944.5,647.225
2021-03-26,2.0300775397146813,1.54,2.9371524345082727,12966.75,648.3375
2021-03-25,2.7857107019689105,-0.18,2.874663127888501,12770.5,638.525
2021-03-24,2.056551296430927,-1.63,2.8821459238404232,12794.0,639.7
2021-03-23,1.9202695326422163,-0.5,2.949729900044481,13006.25,650.3125
2021-03-22,1.152469447555348,2.05,2.9705862036551567,13071.75,653.5875
2021-03-19,-1.7189854812633156,0.1,2.8868457565319283,12808.76,640.438
2021-03-18,-1.0336636821122798,-3.08,2.88262354911395,12795.5,639.775
2021-03-17,-0.5348198459740604,0.38,3.0119007898152343,13201.5,660.075
2021-03-16,-0.3010192785770079,0.56,2.9959799473643374,13151.5,657.575
2021-03-15,0.045585171363863,1.12,2.9727355173860275,13078.5,653.925
2021-03-12,1.1382848943032255,-0.88,2.926565074278426,12933.5,646.675
2021-03-11,1.4427025263821809,2.35,2.963103407703235,13048.25,652.4125
2021-03-10,2.60326799979506,-0.31,2.8678967698468703,12749.25,637.4625
2021-03-09,2.163424568347781,4.0,2.8804742353830792,12788.75,639.4375
2021-03-08,2.805459023953546,-2.89,2.723972354090761,12297.25,614.8625
2021-03-05,4.462178159612001,1.68,2.8406721292558363,12663.75,633.1875
2021-03-04,4.6455991068377225,-1.79,2.774202612023341,12455.0,622.75
2021-03-03,2.850825138234041,-2.86,2.846403632538159,12681.75,634.0875
2021-03-02,1.6689216946272365,-1.69,2.9653323256463606,13055.25,652.7625
2021-03-01,1.3675610783353769,2.86,3.036816908250888,13279.75,663.9875
2021-02-26,3.3733302765643787,0.62,2.9194006951755225,12911.0,645.55
2021-02-25,3.694989477682552,-3.54,2.8941661598908506,12831.75,641.5875
2021-02-24,2.342749114418794,0.83,3.043901683141537,13302.0,665.1
2021-02-23,3.565066306730999,-0.24,3.008875829749564,13192.0,659.6
2021-02-22,2.1909988507473805,-2.59,3.0191447731303924,13224.25,661.2125
2021-02-19,1.4980345121286065,-0.42,3.1311478997724533,13576.0,678.8
2021-02-18,1.7388662158359782,-0.49,3.149297660166476,13633.0,681.65
2021-02-17,1.7938313596879527,-0.49,3.170551984838424,13699.75,684.9875
2021-02-16,1.9227762855876345,-0.65,3.192204330571644,13767.75,688.3875
2021-02-12,0.628252380384237,0.55,3.2039857539853074,13804.75,690.2375
2021-02-11,1.2531064072665268,0.63,3.1798656776721983,13729.0,686.45
2021-02-10,1.6047243630982342,-0.27,3.1526410370811644,13643.5,682.175
2021-02-09,0.470449225454375,-0.02,3.1643428562825737,13680.25,684.0125
2021-02-08,0.6343664119584277,0.63,3.165218502617373,13683.0,684.15
2021-02-05,0.8667607520934164,0.37,3.138153070450848,13598.0,679.9
2021-02-04,0.7205131168387747,1.14,3.122073019575442,13547.5,677.375
2021-02-03,1.277379112616064,-0.41,3.0732756374634427,13394.25,669.7125
2021-02-02,1.231951858019827,1.61,3.090708959947175,13449.0,672.45
2021-02-01,1.585832005533985,2.52,3.0230453795308625,13236.5,661.825
2021-01-29,2.743218182528285,-2.08,2.919480299387777,12911.25,645.5625
2021-01-28,2.038392622655581,0.61,3.0069653286554563,13186.0,659.3
2021-01-27,3.0343683660912464,-2.82,2.981332772309512,13105.5,655.275
2021-01-26,1.2974942764951514,0.07,3.10233117493633,13485.5,674.275
2021-01-25,2.28460467414824,0.85,3.09914700644615,13475.5,673.775
2021-01-22,0.7186177670507756,-0.25,3.062847485658105,13361.5,668.075
2021-01-21,0.8054981557200255,0.76,3.073673658524715,13395.5,669.775
2021-01-20,0.9085195877451387,2.38,3.0414339525616483,13294.25,664.7125
2021-01-19,1.1703835600677266,1.19,2.943122750427359,12985.5,649.275
2021-01-15,1.5260367767383998,-0.77,2.8847728628448213,12802.25,640.1125
2021-01-14,0.7789632586880378,-0.55,2.916216526685344,12901.0,645.05
2021-01-13,0.7711372982730738,0.64,2.9389037271778715,12972.25,648.6125
2021-01-12,1.0488977526885574,-0.05,2.9127935455584,12890.25,644.5125
2021-01-11,1.0062218123007065,-1.53,2.914942859289271,12897.0,644.85
2021-01-08,1.332466537099522,1.31,2.978705833305114,13097.25,654.8625
2021-01-07,0.8912168783901792,2.47,2.924813781608828,12928.0,646.4
2021-01-06,2.845750492027463,-1.38,2.8257065373519934,12616.75,630.8375
2021-01-05,1.179982589639206,0.85,2.8819867154159144,12793.5,639.675
2021-01-04,2.2028600720013105,-1.53,2.847597695721977,12685.5,634.275
2020-12-31,-0.0587202072918303,0.34,2.9112810655255648,12885.5,644.275
2020-12-30,0.2697867091894361,0.0,2.8972707241687754,12841.5,642.075
2020-12-29,0.634794394168621,0.06,2.8971115157442666,12841.0,642.05
2020-12-28,0.3455395603936589,1.01,2.8944845767398686,12832.75,641.6375
2020-12-23,0.4147503978134977,-0.46,2.8366919186431123,12651.25,632.5625
2020-12-22,1.0216291718676669,0.21,2.855398908522916,12710.0,635.5
2020-12-21,1.9345152262100809,-0.91,2.846960862023941,12683.5,634.175
2020-12-18,-1.737816698511823,0.38,2.884075529945472,12800.06,640.0029999999999
2020-12-17,-1.2576817989906273,0.68,2.868453999332652,12751.0,637.55
2020-12-16,-0.8330623061630829,0.58,2.841149754529364,12665.25,633.2625
2020-12-15,-0.4091153568086995,1.09,2.817746116126545,12591.75,629.5875
2020-12-14,0.0364752643183188,0.72,2.774680237296868,12456.5,622.825
2020-12-11,0.4382894193741319,-0.27,2.7465003461587805,12368.0,618.4
2020-12-10,1.465324443206686,0.28,2.75732651902539,12402.0,620.1
2020-12-09,2.1129838078607075,-2.14,2.7461819293097625,12367.0,618.35
2020-12-08,0.4600553717782508,0.33,2.8323136869691155,12637.5,631.875
2020-12-07,0.205405956713208,0.56,2.819099387734871,12596.0,629.8
2020-12-04,0.1933613145120523,0.51,2.796810208303615,12526.0,626.3
2020-12-03,0.5301221736184762,0.06,2.776511134178721,12462.25,623.1125
2020-12-02,0.6739853365591835,0.02,2.7739637993865776,12454.25,622.7125
2020-12-01,1.0628988849934542,1.43,2.773326965688542,12452.25,622.6125
2020-11-30,1.240450361907952,0.16,2.717524412898148,12277.0,613.85
2020-11-25,0.5872883688371593,0.63,2.67780191098316,12152.25,607.6125
2020-11-24,0.6815055953954381,1.43,2.6535226262455414,12076.0,603.8
2020-11-23,0.8290983175964016,0.0,2.599152949275728,11905.25,595.2625
2020-11-20,0.4157897831811101,-0.68,2.599312157700237,11905.75,595.2875
2020-11-19,0.8040919284579616,0.76,2.625263130895199,11987.25,599.3625
2020-11-18,1.1351055978846465,-0.65,2.59652601027133,11897.0,594.85
2020-11-17,0.6807107712907933,-0.25,2.6213625244947294,11975.0,598.75
2020-11-16,1.1061862285387245,0.6,2.6309150299652675,12005.0,600.25
2020-11-13,0.9497281605551842,0.96,2.608148225260485,11933.5,596.675
2020-11-12,1.618725495403131,-0.56,2.5720079128969484,11820.0,591.0
2020-11-11,1.56547228039193,2.3,2.5930234249321327,11886.0,594.3
2020-11-10,3.328208723546852,-1.71,2.507767313607579,11618.25,580.9125
2020-11-09,2.700603382456176,-2.11,2.5721671213214576,11820.5,591.025
2020-11-06,1.6037461180463637,-0.01,2.653204209396524,12075.0,603.75
2020-11-05,1.7624663777123544,2.67,2.6536818346700506,12076.5,603.825
2020-11-04,3.3776712389820545,4.41,2.553858152502926,11763.0,588.15
2020-11-03,1.3409650409876472,1.83,2.3955253743287543,11265.75,563.2875
2020-11-02,1.910487082123512,0.15,2.3310459624026216,11063.25,553.1625
2020-10-30,3.129196995806944,-2.61,2.3256328759693163,11046.25,552.3125
2020-10-29,1.932986718316533,1.89,2.420043471703136,11342.75,567.1375
2020-10-28,2.8078434962674805,-3.93,2.3531759334093683,11132.75,556.6375
2020-10-27,1.5986103315240434,0.83,2.498135203924786,11588.0,579.4
2020-10-26,2.3475791993624044,-1.47,2.4676467906313184,11492.25,574.6125
2020-10-23,1.290463140184832,0.12,2.5221756760256406,11663.5,583.175
2020-10-22,1.7944427628453716,-0.35,2.517797444351644,11649.75,582.4875
2020-10-21,1.893367793715777,0.26,2.5310117435858888,11691.25,584.5625
2020-10-20,2.033073415186035,0.09,2.521300029690841,11660.75,583.0375
2020-10-19,2.03613043097313,-1.25,2.517956652776153,11650.25,582.5125
2020-10-16,1.4481440144832105,-0.64,2.565002742218554,11798.0,589.9
2020-10-15,1.8694007899449496,-0.84,2.589202422743917,11874.0,593.7
2020-10-14,1.877165610044172,-0.99,2.6211237118579658,11974.25,598.7125
2020-10-13,2.840370144242175,-0.04,2.659254129527864,12094.0,604.7
2020-10-12,2.8507639979183,3.19,2.6606074011361907,12098.25,604.9125
2020-10-09,0.7231421504156768,1.61,2.5416787080279897,11724.75,586.2375
2020-10-08,0.6921440103345299,0.6,2.482532778322907,11539.0,576.95
2020-10-07,0.934687642882675,1.74,2.460562015740669,11470.0,573.5
2020-10-06,1.969365206182968,-1.7,2.398072709120898,11273.75,563.6875
2020-10-05,0.6619406943580278,2.1,2.460323203103905,11469.25,573.4625
2020-10-02,3.1576272426269307,-2.95,2.3851768267356714,11233.25,561.6625
2020-10-01,1.7756115455968644,1.47,2.4939161806752983,11574.75,578.7375
2020-09-30,2.187574993065834,0.61,2.4405813584647933,11407.25,570.3625
2020-09-29,0.9415353582457686,-0.5,2.418451387458046,11337.75,566.8875
2020-09-28,1.6999809750241253,2.32,2.436601147852069,11394.75,569.7375
2020-09-25,1.8987481415010647,2.25,2.354369996593185,11136.5,556.825
2020-09-24,3.067750978486328,0.58,2.2764374727960446,10891.75,544.5875
2020-09-23,2.237343210079746,-2.87,2.2564568155201687,10829.0,541.45
2020-09-22,1.7326910439460457,1.46,2.3585094156304187,11149.5,557.475
2020-09-21,2.676758659316832,-1.4,2.30740351136304,10989.0,549.45
2020-09-18,-0.8118466166006412,0.49,2.3570160406085248,11144.81,557.2405
2020-09-17,-0.8118466166006412,-1.59,2.339563613113852,11090.0,554.5
2020-09-16,-0.7480161269660902,-1.71,2.3964806248758084,11268.75,563.4375
2020-09-15,-0.4021453608141221,1.63,2.458731118858816,11464.25,573.2125
2020-09-14,0.1967851721935991,1.98,2.400222022851769,11280.5,564.025
2020-09-11,1.2572028084212346,-1.04,2.33048873291684,11061.5,553.075
2020-09-10,3.638434685621288,-1.88,2.367663900039685,11178.25,558.9125
2020-09-09,2.633777017350272,3.0,2.4359643141540333,11392.75,569.6375
2020-09-08,4.401037843870094,-4.32,2.330170316067822,11060.5,553.025
2020-09-04,5.562703842966328,-2.13,2.485637342600832,11548.75,577.4375
2020-09-03,3.921575487822059,-4.92,2.5657987843410988,11800.5,590.025
2020-09-02,2.6609844578554203,0.8,2.7603514790910606,12411.5,620.575
2020-09-01,1.399048340942459,1.64,2.7288282110382847,12312.5,615.625
2020-08-31,1.1665928604917284,1.02,2.665622466508223,12114.0,605.7
2020-08-28,1.2160553759269312,0.33,2.62669600671578,11991.75,599.5875
2020-08-27,2.5628542510896595,-0.32,2.61427774960408,11952.75,597.6375
2020-08-26,1.764667429079063,2.26,2.626536798291271,11991.25,599.5625
2020-08-25,1.257753071262912,0.77,2.5421563333015165,11726.25,586.3125
2020-08-24,1.998223435213148,0.64,2.5134988168899017,11636.25,581.8125
2020-08-21,0.758481252914499,0.74,2.4898563658503194,11562.0,578.1
2020-08-20,0.6784485796083427,1.28,2.462870537896049,11477.25,573.8625
2020-08-19,0.7380603874567021,-0.68,2.416620490576193,11332.0,566.6
2020-08-18,0.2240537530144896,1.09,2.4412181921628293,11409.25,570.4625
2020-08-17,-0.2676366661819266,1.37,2.4022121281581312,11286.75,564.3375
2020-08-14,0.6630412200413821,-0.37,2.3534943502583863,11133.75,556.6875
2020-08-13,0.7549962549172103,0.44,2.366708649492631,11175.25,558.7625
2020-08-12,0.8808230247140549,2.28,2.351026619678497,11126.0,556.3
2020-08-11,1.6604231907391116,-1.75,2.272218449546557,10878.5,543.925
2020-08-10,1.1956345104691342,-0.46,2.3338321098315284,11072.0,553.6
2020-08-07,1.481893468772743,-1.23,2.349991764919189,11122.75,556.1375
2020-08-06,0.7964493889902233,1.53,2.394092498508174,11261.25,563.0625
2020-08-05,0.3585624476466851,0.05,2.340120842599633,11091.75,554.5875
2020-08-04,0.6451882478447453,0.38,2.33828994571778,11086.0,554.3
2020-08-03,0.6080149358736658,1.41,2.3249960422712808,11044.25,552.2125
2020-07-31,2.0871825946176226,0.89,2.276039451734772,10890.5,544.525
2020-07-30,1.4122546491427108,1.12,2.2453122258045406,10794.0,539.7
2020-07-29,0.4758907135554047,1.27,2.207181808134642,10674.25,533.7125
2020-07-28,0.9481385123458946,-1.27,2.164434346153984,10540.0,527.0
2020-07-27,0.9453871981375088,2.07,2.20750022498366,10675.25,533.7625
2020-07-24,2.215149275465434,-0.85,2.1386425813835306,10459.0,522.95
2020-07-23,2.164463953715393,-2.37,2.1670612851583817,10548.25,527.4125
2020-07-22,1.1841401311096558,-0.43,2.248575998506974,10804.25,540.2125
2020-07-21,1.820855379245876,-0.91,2.263461986198563,10851.0,542.55
2020-07-20,1.260871227365749,3.09,2.2953036711003576,10951.0,547.55
2020-07-17,0.9352379057243524,1.05,2.190703736197964,10622.5,531.125
2020-07-16,2.0709804109460173,-1.61,2.1554390701692268,10511.75,525.5875
2020-07-15,2.6276629857760807,0.35,2.210047559775804,10683.25,534.1625
2020-07-14,3.82026598463772,0.44,2.19826613636214,10646.25,532.3125
2020-07-13,2.726893718225196,-2.19,2.1835393570950603,10600.0,530.0
2020-07-10,1.4514455915332731,1.02,2.259083754524567,10837.25,541.8625
2020-07-09,1.9394675917851751,0.61,2.224137505344848,10727.5,536.375
2020-07-08,1.166837421754696,1.23,2.203360805946427,10662.25,533.1125
2020-07-07,1.070174582566741,-0.63,2.1619666155740944,10532.25,526.6125
2020-07-06,1.1995474906766164,2.61,2.183061731821533,10598.5,529.925
2020-07-02,0.700581373906913,0.85,2.105766041722428,10355.75,517.7875
2020-07-01,0.6885367317057574,1.2,2.078063775857867,10268.75,513.4375
2020-06-30,0.8081271892969275,1.74,2.0393761287021874,10147.25,507.3625
2020-06-29,1.157788655024894,1.1,1.9841308053975744,9973.75,498.6875
2020-06-26,1.7484652454074576,-2.21,1.9496621814913824,9865.5,493.275
2020-06-25,1.370006690965053,0.77,2.020589534610129,10088.25,504.4125
2020-06-24,2.2712149450007626,-1.82,1.9959122288112383,10010.75,500.5375
2020-06-23,0.7110975082145211,0.7,2.054898950091812,10196.0,509.8
2020-06-22,0.3949409355131198,0.04,2.032211749599284,10124.75,506.2375
2020-06-19,-1.7468654652416251,1.25,2.030966739719624,10120.84,506.04200000000003
2020-06-18,-1.361681476067611,0.01,1.991135976075969,9995.75,499.7875
2020-06-17,-1.159857293803576,0.22,1.9907379550146969,9994.5,499.725
2020-06-16,-0.4516078762493249,1.76,1.983732784336302,9972.5,498.625
2020-06-15,0.1775259727348984,1.61,1.928965086305216,9800.5,490.025
2020-06-12,1.3369297801486817,0.29,1.879451266282926,9645.0,482.25
2020-06-11,3.2940312870471256,-4.66,1.8704559902981688,9616.75,480.8375
2020-06-10,1.6357225031793812,1.37,2.020271117761111,10087.25,504.3625
2020-06-09,0.9003879257514652,0.67,1.9768868220824165,9951.0,497.55
2020-06-08,0.620426419969273,0.78,1.9557917058349776,9884.75,494.2375
2020-06-05,1.3663994123362806,1.89,1.9315124210973595,9808.5,490.425
2020-06-04,1.0527495925802974,-0.6,1.87348095036384,9626.25,481.3125
2020-06-03,0.5289605076193801,0.38,1.8921083360313893,9684.75,484.2375
2020-06-02,0.6097880050301812,0.55,1.8803269126177256,9647.75,482.3875
2020-06-01,0.3388141256620491,0.36,1.8635304238320287,9595.0,479.75
2020-05-29,1.4644684787862994,1.06,1.852465438328656,9560.25,478.0125
2020-05-28,1.347812756350741,0.29,1.8206237534268608,9460.25,473.0125
2020-05-27,1.652902931902857,0.28,1.811787685866613,9432.5,471.625
2020-05-26,1.2006480163599706,-1.08,1.803508847792148,9406.5,470.325
2020-05-22,0.4598108105152831,0.54,1.8034292435798929,9406.25,470.3125
2020-05-21,0.8501305862116176,-1.37,1.7873491927044869,9355.75,467.7875
2020-05-20,0.487568513862109,1.99,1.8286637788645643,9485.5,474.275
2020-05-19,0.625623346807335,-0.27,1.7698362660085,9300.75,465.0375
2020-05-18,0.6626743781469306,2.52,1.777717083021694,9325.5,466.275
2020-05-15,1.5106294171714394,0.19,1.7047996245965855,9096.5,454.825
2020-05-14,2.133160112055537,0.97,1.6993865381632804,9079.5,453.975
2020-05-13,2.525803219750064,-0.95,1.6716046680864651,8992.25,449.6125
2020-05-12,1.2861833180828983,-2.16,1.698988517102008,9078.25,453.9125
2020-05-11,0.6601064848857706,0.66,1.7629106995423598,9279.0,463.95
2020-05-08,0.4411018738982596,1.21,1.7435668759645198,9218.25,460.9125
2020-05-07,0.5729203946378112,1.74,1.7083818141480374,9107.75,455.3875
2020-05-06,0.7573807272311447,0.31,1.658788389913493,8952.0,447.6
2020-05-05,0.471121768927536,1.46,1.649952322353245,8924.25,446.2125
2020-05-04,0.5608757524366554,0.89,1.608956153042185,8795.5,439.775
2020-05-01,0.760498883333982,-3.01,1.5842788472432947,8718.0,435.9
2020-04-30,1.056418011524812,-0.53,1.6704106049026477,8988.5,449.425
2020-04-29,0.869634346933286,3.63,1.6856946136555089,9036.5,451.825
2020-04-28,0.9217870362611328,-1.18,1.584836076729076,8719.75,435.9875
2020-04-27,0.3997098801409885,0.63,1.618110637451451,8824.25,441.2125
2020-04-24,0.5506041793920151,1.98,1.6005181065432097,8769.0,438.45
2020-04-23,0.8861422321836009,-0.45,1.546307637997905,8598.75,429.9375
2020-04-22,0.5068277133208097,2.45,1.5588054993218594,8638.0,431.9
2020-04-21,1.786983644324859,-2.99,1.493132024211909,8431.75,421.5875
2020-04-20,0.8425491870596211,-1.33,1.5760000091688282,8692.0,434.6
2020-04-17,1.3413318828820988,0.86,1.6132547805039272,8809.0,440.45
2020-04-16,1.5223072174781436,1.63,1.5894531210398362,8734.25,436.7125
