Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,spindex_close_adjusted,spindex_volume_adjusted
2000-02-09,1441.719971,1444.550049,1411.650024,1411.709961,1050500000,0,0,-0.406809099,-1.422887893
2000-02-10,1411.699951,1422.099976,1406.430054,1416.829956,1058800000,0,0,-0.400452132,-1.417418398
2000-02-11,1416.829956,1416.829956,1378.890015,1387.119995,1025700000,0,0,-0.437339911,-1.439230478
2000-02-14,1387.119995,1394.930054,1380.530029,1389.939941,927300000,0,0,-0.433838677,-1.504073639
2000-02-15,1389.939941,1407.719971,1376.25,1402.050049,1092100000,0,0,-0.418802811,-1.395474524
2000-02-16,1402.050049,1404.550049,1385.579956,1387.670044,1018800000,0,0,-0.436656973,-1.443777407
2000-02-17,1387.670044,1399.880005,1380.069946,1388.26001,1034800000,0,0,-0.435924473,-1.433233803
2000-02-18,1388.26001,1388.589966,1345.319946,1346.089966,1042300000,0,0,-0.488282646,-1.428291489
2000-02-22,1346.089966,1358.109985,1331.880005,1352.170044,980000000,0,0,-0.480733644,-1.469345645
2000-02-23,1352.170044,1370.109985,1342.439941,1360.689941,993700000,0,0,-0.47015537,-1.460317685
2000-02-24,1360.689941,1364.800049,1329.880005,1353.430054,1215000000,0,0,-0.47916922,-1.31448647
2000-02-25,1353.430054,1362.140015,1329.150024,1333.359985,1065200000,0,0,-0.504088145,-1.413200957
2000-02-28,1333.359985,1360.819946,1325.069946,1348.050049,1026500000,0,0,-0.485849014,-1.438703298
2000-02-29,1348.050049,1369.630005,1348.050049,1366.420044,1204300000,0,0,-0.463040895,-1.321537505
2000-03-01,1366.420044,1383.459961,1366.420044,1379.189941,1274100000,0,0,-0.447185838,-1.275541035
2000-03-02,1379.189941,1386.560059,1370.349976,1381.76001,1198600000,0,0,-0.443994849,-1.325293664
2000-03-03,1381.76001,1410.880005,1381.76001,1409.170044,1150300000,0,0,-0.409962651,-1.357122166
2000-03-06,1409.170044,1409.73999,1384.75,1391.280029,1029000000,0,0,-0.432174828,-1.43705586
2000-03-07,1391.280029,1399.209961,1349.98999,1355.619995,1314100000,0,0,-0.476450197,-1.249182026
2000-03-08,1355.619995,1373.790039,1346.619995,1366.699951,1203000000,0,0,-0.462693364,-1.322394173
2000-03-09,1366.699951,1401.819946,1357.880005,1401.689941,1123000000,0,0,-0.419249919,-1.37511219
2000-03-10,1401.689941,1413.459961,1392.069946,1395.069946,1138800000,0,0,-0.427469281,-1.364700381
2000-03-13,1395.069946,1398.390015,1364.839966,1383.619995,1016100000,0,0,-0.441685499,-1.44555664
2000-03-14,1383.619995,1395.150024,1359.150024,1359.150024,1094000000,0,0,-0.472067326,-1.394222471
2000-03-15,1359.150024,1397.98999,1356.98999,1392.140015,1302800000,0,0,-0.431107073,-1.256628446
2000-03-16,1392.150024,1458.469971,1392.150024,1458.469971,1482300000,0,0,-0.34875204,-1.138342396
2000-03-17,1458.469971,1477.329956,1453.319946,1464.469971,1295100000,0,0,-0.341302462,-1.261702555
2000-03-20,1464.469971,1470.300049,1448.48999,1456.630005,920800000,0,0,-0.351036535,-1.508356978
2000-03-21,1456.630005,1493.920044,1446.060059,1493.869995,1065900000,0,0,-0.304799499,-1.412739674
2000-03-22,1493.869995,1505.079956,1487.329956,1500.640015,1075000000,0,0,-0.296393867,-1.406743
2000-03-23,1500.640015,1532.5,1492.390015,1527.349976,1078300000,0,0,-0.263230876,-1.404568382
2000-03-24,1527.349976,1552.869995,1516.829956,1527.459961,1052200000,0,0,-0.263094319,-1.421767635
2000-03-27,1527.459961,1534.630005,1518.459961,1523.859985,901000000,0,0,-0.267564036,-1.521404687
2000-03-28,1523.859985,1527.359985,1507.089966,1507.72998,959100000,0,0,-0.287590992,-1.483118227
2000-03-29,1507.72998,1521.449951,1497.449951,1508.52002,1061900000,0,0,-0.286610081,-1.415375575
2000-03-30,1508.52002,1517.380005,1474.630005,1487.920044,1193400000,0,0,-0.312186936,-1.328720335
2000-03-31,1487.920044,1519.810059,1484.380005,1498.579956,1227400000,0,0,-0.298951628,-1.306315177
2000-04-03,1498.579956,1507.189941,1486.959961,1505.969971,1021700000,0,0,-0.289776213,-1.441866379
2000-04-04,1505.97998,1526.449951,1416.410034,1494.72998,1515460000,0,0,-0.303731745,-1.116490778
2000-04-05,1494.72998,1506.550049,1478.050049,1487.369995,1110300000,0,0,-0.312869875,-1.383481175
2000-04-06,1487.369995,1511.76001,1487.369995,1501.339966,1008000000,0,0,-0.29552481,-1.450894339
2000-04-07,1501.339966,1518.680054,1501.339966,1516.349976,891600000,0,0,-0.276888436,-1.527599054
2000-04-10,1516.349976,1527.189941,1503.349976,1504.459961,853700000,0,0,-0.291651036,-1.552574214
2000-04-11,1504.459961,1512.800049,1486.780029,1500.589966,971400000,0,0,-0.296456007,-1.475012832
2000-04-12,1500.589966,1509.079956,1466.150024,1467.170044,1175900000,0,0,-0.337950061,-1.340252401
2000-04-13,1467.170044,1477.52002,1439.339966,1440.51001,1032000000,0,0,-0.371051063,-1.435078934
2000-04-14,1440.51001,1440.51001,1339.400024,1356.560059,1279700000,0,0,-0.475283017,-1.271850774
2000-04-17,1356.560059,1401.530029,1346.5,1401.439941,1204700000,0,0,-0.419560318,-1.321273915
2000-04-18,1401.439941,1441.609985,1397.810059,1441.609985,1109400000,0,0,-0.369685338,-1.384074253
2000-04-19,1441.609985,1447.689941,1424.26001,1427.469971,1001400000,0,0,-0.387241528,-1.455243576
2000-04-20,1427.469971,1435.48999,1422.079956,1434.540039,896200000,0,0,-0.378463357,-1.524567768
2000-04-24,1434.540039,1434.540039,1407.130005,1429.859985,868700000,0,0,-0.384274095,-1.542689586
2000-04-25,1429.859985,1477.670044,1429.859985,1477.439941,1071100000,0,0,-0.325198994,-1.409313003
2000-04-26,1477.439941,1482.939941,1456.97998,1460.98999,999600000,0,0,-0.345623194,-1.456429731
2000-04-27,1460.98999,1469.209961,1434.810059,1464.920044,1111000000,0,0,-0.340743653,-1.383019892
2000-04-28,1464.920044,1473.619995,1448.150024,1452.430054,984600000,0,0,-0.356251179,-1.466314359
2000-05-01,1452.430054,1481.51001,1452.430054,1468.25,966300000,0,0,-0.336609192,-1.478373605
2000-05-02,1468.25,1468.25,1445.219971,1446.290039,1011500000,0,0,-0.3638746,-1.448587926
2000-05-03,1446.290039,1446.290039,1398.359985,1415.099976,991600000,0,0,-0.402600069,-1.461701533
2000-05-04,1415.099976,1420.98999,1404.939941,1409.569946,925800000,0,0,-0.409466134,-1.505062102
2000-05-05,1409.569946,1436.030029,1405.079956,1432.630005,805500000,0,0,-0.380834848,-1.58433682
2000-05-08,1432.630005,1432.630005,1417.050049,1424.170044,787600000,0,0,-0.391338705,-1.596132476
2000-05-09,1424.170044,1430.280029,1401.849976,1412.140015,896600000,0,0,-0.406275145,-1.524304178
2000-05-10,1412.140015,1412.140015,1375.140015,1383.050049,1006400000,0,0,-0.442393142,-1.451948699
2000-05-11,1383.050049,1410.26001,1383.050049,1407.810059,953600000,0,0,-0.411651203,-1.486742591
2000-05-12,1407.810059,1430.130005,1407.810059,1420.959961,858200000,0,0,-0.395324332,-1.549608826
2000-05-15,1420.959961,1452.390015,1416.540039,1452.359985,854600000,0,0,-0.356338177,-1.551981137
2000-05-16,1452.359985,1470.400024,1450.76001,1466.040039,955500000,0,0,-0.339353071,-1.485490538
2000-05-17,1466.040039,1466.040039,1441.670044,1447.800049,820500000,0,0,-0.361999777,-1.574452192
2000-05-18,1447.800049,1458.040039,1436.589966,1437.209961,807900000,0,0,-0.375148391,-1.582755279
2000-05-19,1437.209961,1437.209961,1401.73999,1406.949951,853700000,0,0,-0.41271911,-1.552574214
2000-05-22,1406.949951,1410.550049,1368.72998,1400.719971,869000000,0,0,-0.420454231,-1.542491894
2000-05-23,1400.719971,1403.77002,1373.430054,1373.859985,869900000,0,0,-0.453803492,-1.541898816
